Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	ALS_4_T1_1 Spectral Count	ALS_4_T2_2 Spectral Count	ALS_4_T3_3 Spectral Count	ALS_4_T4_4 Spectral Count	ALS_4_T1_1 Unique Spectral Count	ALS_4_T2_2 Unique Spectral Count	ALS_4_T3_3 Unique Spectral Count	ALS_4_T4_4 Unique Spectral Count	ALS_4_T1_1 Total Spectral Count	ALS_4_T2_2 Total Spectral Count	ALS_4_T3_3 Total Spectral Count	ALS_4_T4_4 Total Spectral Count	ALS_4_T1_1 Intensity	ALS_4_T2_2 Intensity	ALS_4_T3_3 Intensity	ALS_4_T4_4 Intensity	ALS_4_T1_1 MaxLFQ Intensity	ALS_4_T2_2 MaxLFQ Intensity	ALS_4_T3_3 MaxLFQ Intensity	ALS_4_T4_4 MaxLFQ Intensity	Indistinguishable Proteins
sp|Q01469|FABP5_HUMAN	Q01469	FABP5_HUMAN	FABP5	135	Homo sapiens	1:Experimental evidence at protein level	Fatty acid-binding protein 5	0.8549	0.9949	1	2	2	2	1	0	0	1	1	0	0	1	1	0	0	1	554219.06	324381.47	650054.25	480713.7	0.0	0.0	0.0	0.0	
sp|Q01995|TAGL_HUMAN	Q01995	TAGL_HUMAN	TAGLN	201	Homo sapiens	1:Experimental evidence at protein level	Transgelin	1.0	0.999	3	6	6	6	1	2	0	3	1	2	0	3	1	2	0	3	936063.7	1993618.9	1268129.5	1095239.0	385092.5	766541.56	720382.9	434617.12	
sp|Q02246|CNTN2_HUMAN	Q02246	CNTN2_HUMAN	CNTN2	1040	Homo sapiens	1:Experimental evidence at protein level	Contactin-2	1.0	0.999	23	62	62	62	15	16	9	22	15	16	9	22	15	16	9	22	7829412.0	7910958.0	7608374.0	8159362.0	3119573.5	2896534.5	3024069.8	3046097.5	
sp|Q02818|NUCB1_HUMAN	Q02818	NUCB1_HUMAN	NUCB1	461	Homo sapiens	1:Experimental evidence at protein level	Nucleobindin-1	1.0	0.999	5	12	12	12	3	3	2	4	3	3	2	4	3	3	2	4	2015030.2	2272921.5	3444093.5	2296826.2	2557593.8	3184631.8	4605124.0	2919771.8	
sp|Q02878|RL6_HUMAN	Q02878	RL6_HUMAN	RPL6	288	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein eL6	0.9998	0.9912	2	3	3	3	1	0	0	2	1	0	0	2	1	0	0	2	334812.9	0.0	0.0	427297.8	0.0	0.0	0.0	0.0	
sp|Q03591|FHR1_HUMAN	Q03591	FHR1_HUMAN	CFHR1	330	Homo sapiens	1:Experimental evidence at protein level	Complement factor H-related protein 1	0.998	0.9949	3	1	0	10	1	0	0	0	0	0	0	0	4	2	1	3	969995.56	1372469.9	957917.9	1167860.6	0.0	0.0	0.0	0.0	
sp|Q06481|APLP2_HUMAN	Q06481	APLP2_HUMAN	APLP2	763	Homo sapiens	1:Experimental evidence at protein level	Amyloid beta precursor like protein 2	1.0	0.999	10	19	19	27	3	7	5	4	3	7	5	4	5	9	7	6	1.1863941E7	1.137334E7	5308520.0	9024669.0	3617953.8	5449979.5	3776435.0	2845554.0	
sp|Q06828|FMOD_HUMAN	Q06828	FMOD_HUMAN	FMOD	376	Homo sapiens	1:Experimental evidence at protein level	Fibromodulin	1.0	0.999	3	9	9	9	3	2	1	3	3	2	1	3	3	2	1	3	3249618.8	3480725.2	2252420.5	3477303.2	2067124.2	1706089.4	1413330.6	2290426.0	
sp|Q06830|PRDX1_HUMAN	Q06830	PRDX1_HUMAN	PRDX1	199	Homo sapiens	1:Experimental evidence at protein level	Peroxiredoxin-1	1.0	0.9971	7	22	14	22	7	4	5	6	5	2	3	4	7	4	5	6	7252128.0	3128899.0	4149607.0	7160362.0	3211628.0	1531392.0	2172276.8	2982679.2	
sp|Q07020|RL18_HUMAN	Q07020	RL18_HUMAN	RPL18	188	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein eL18	1.0	0.9971	2	3	3	3	1	0	0	2	1	0	0	2	1	0	0	2	930537.75	312703.84	636753.3	842863.25	577900.06	0.0	0.0	601797.44	
sp|Q07955|SRSF1_HUMAN	Q07955	SRSF1_HUMAN	SRSF1	248	Homo sapiens	1:Experimental evidence at protein level	Serine/arginine-rich splicing factor 1	0.6391	0.9832	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	1	224182.05	0.0	141059.8	265638.0	0.0	0.0	0.0	0.0	
sp|Q08380|LG3BP_HUMAN	Q08380	LG3BP_HUMAN	LGALS3BP	585	Homo sapiens	1:Experimental evidence at protein level	Galectin-3-binding protein	1.0	0.999	10	33	33	33	7	10	8	8	7	10	8	8	7	10	8	8	1.3787349E7	1.5753875E7	1.6032097E7	1.5983533E7	6265931.5	6844079.5	6627301.0	6487688.5	
sp|Q08629|TICN1_HUMAN	Q08629	TICN1_HUMAN	SPOCK1	439	Homo sapiens	1:Experimental evidence at protein level	Testican-1	1.0	0.9883	3	4	4	4	1	2	1	0	1	2	1	0	1	2	1	0	764255.75	1339701.2	1616237.6	772278.3	475391.12	555486.8	939763.8	483059.06	
sp|Q12805|FBLN3_HUMAN	Q12805	FBLN3_HUMAN	EFEMP1	493	Homo sapiens	1:Experimental evidence at protein level	EGF-containing fibulin-like extracellular matrix protein 1	1.0	0.999	7	31	31	31	8	7	7	9	8	7	7	9	8	7	7	9	2.4383492E7	2.5293958E7	3.6801816E7	2.5087028E7	1.068874E7	1.2241231E7	1.3637521E7	1.1325429E7	
sp|Q12841|FSTL1_HUMAN	Q12841	FSTL1_HUMAN	FSTL1	308	Homo sapiens	1:Experimental evidence at protein level	Follistatin-related protein 1	1.0	0.9964	2	8	8	8	2	2	2	2	2	2	2	2	2	2	2	2	1580677.8	1662991.0	2078545.9	1762334.1	986926.1	1013323.4	1180368.1	1088184.1	
sp|Q12860|CNTN1_HUMAN	Q12860	CNTN1_HUMAN	CNTN1	1018	Homo sapiens	1:Experimental evidence at protein level	Contactin-1	1.0	0.999	37	140	140	140	39	33	31	37	39	33	31	37	39	33	31	37	2.6975932E7	2.4523312E7	3.512552E7	2.5425724E7	1.1923694E7	1.104399E7	9507374.0	1.1381237E7	
sp|Q12905|ILF2_HUMAN	Q12905	ILF2_HUMAN	ILF2	390	Homo sapiens	1:Experimental evidence at protein level	Interleukin enhancer-binding factor 2	0.5522	0.976	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	1	293696.75	0.0	88338.85	256370.88	0.0	0.0	0.0	0.0	
sp|Q12907|LMAN2_HUMAN	Q12907	LMAN2_HUMAN	LMAN2	356	Homo sapiens	1:Experimental evidence at protein level	Vesicular integral-membrane protein VIP36	1.0	0.999	8	20	20	20	6	6	4	4	6	6	4	4	6	6	4	4	5997704.0	5727568.5	6749716.0	4981020.5	2656979.8	2651672.2	2927847.5	2155779.0	
sp|Q13228|SBP1_HUMAN	Q13228	SBP1_HUMAN	SELENBP1	472	Homo sapiens	1:Experimental evidence at protein level	Methanethiol oxidase	1.0	0.9987	7	16	16	16	6	4	3	3	6	4	3	3	6	4	3	3	1969583.8	2357975.5	2728256.5	1824226.9	854070.56	972650.8	1070028.9	812538.7	
sp|Q13332|PTPRS_HUMAN	Q13332	PTPRS_HUMAN	PTPRS	1948	Homo sapiens	1:Experimental evidence at protein level	Receptor-type tyrosine-protein phosphatase S	1.0	0.999	4	7	7	7	2	2	0	3	2	2	0	3	2	2	0	3	3085983.0	2389763.0	3743507.2	2793322.2	1360467.1	1120456.9	1561578.8	1235840.6	
sp|Q13449|LSAMP_HUMAN	Q13449	LSAMP_HUMAN	LSAMP	338	Homo sapiens	1:Experimental evidence at protein level	Limbic system-associated membrane protein	1.0	0.999	8	22	22	22	5	6	5	6	5	6	5	6	5	6	5	6	2.255684E7	2.3026886E7	1.8010204E7	2.2334988E7	1.030682E7	1.1094219E7	7119309.5	9405426.0	
sp|Q13508|NAR3_HUMAN	Q13508	NAR3_HUMAN	ART3	389	Homo sapiens	1:Experimental evidence at protein level	Ecto-ADP-ribosyltransferase 3	1.0	0.9983	3	7	7	7	2	2	1	2	2	2	1	2	2	2	1	2	2251902.2	2446095.0	3151515.0	2161907.0	902459.94	975330.5	1037198.9	901658.7	
sp|Q13740|CD166_HUMAN	Q13740	CD166_HUMAN	ALCAM	583	Homo sapiens	1:Experimental evidence at protein level	CD166 antigen	1.0	0.9988	8	20	20	20	6	5	3	6	6	5	3	6	6	5	3	6	5068211.5	4460232.0	4169147.5	4860504.5	2064534.5	2040977.6	2184877.5	1993793.5	
sp|Q13822|ENPP2_HUMAN	Q13822	ENPP2_HUMAN	ENPP2	863	Homo sapiens	1:Experimental evidence at protein level	Autotaxin	1.0	0.999	18	82	82	82	21	19	20	22	21	19	20	22	21	19	20	22	5.0041472E7	4.3040072E7	5.231302E7	4.2773912E7	2.180364E7	1.9663094E7	2.2431222E7	2.1306364E7	
sp|Q14019|COTL1_HUMAN	Q14019	COTL1_HUMAN	COTL1	142	Homo sapiens	1:Experimental evidence at protein level	Coactosin-like protein	0.9999	0.9796	2	3	3	3	1	1	0	1	1	1	0	1	1	1	0	1	759019.06	653831.4	372801.12	726131.4	441285.2	384825.78	0.0	416748.25	
sp|Q14112|NID2_HUMAN	Q14112	NID2_HUMAN	NID2	1375	Homo sapiens	1:Experimental evidence at protein level	Nidogen-2	0.836	0.9941	1	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	0.0	0.0	1006674.56	0.0	0.0	0.0	0.0	0.0	
sp|Q14118|DAG1_HUMAN	Q14118	DAG1_HUMAN	DAG1	895	Homo sapiens	1:Experimental evidence at protein level	Dystroglycan 1	1.0	0.999	9	34	34	34	9	8	7	10	9	8	7	10	9	8	7	10	1.0789848E7	1.0953889E7	1.3970494E7	1.0660008E7	4343191.5	4690967.5	5564351.5	4701311.5	
sp|Q14515|SPRL1_HUMAN	Q14515	SPRL1_HUMAN	SPARCL1	664	Homo sapiens	1:Experimental evidence at protein level	SPARC-like protein 1	1.0	0.999	17	52	52	52	11	16	14	11	11	16	14	11	11	16	14	11	1.4449312E7	3.3202164E7	4.4087984E7	8733109.0	6436918.5	2.0419676E7	1.9839646E7	5466427.0	
sp|Q14624|ITIH4_HUMAN	Q14624	ITIH4_HUMAN	ITIH4	930	Homo sapiens	1:Experimental evidence at protein level	Inter-alpha-trypsin inhibitor heavy chain H4	1.0	0.999	27	92	92	92	25	20	23	24	25	20	23	24	25	20	23	24	1.598568E7	1.2465478E7	1.840604E7	1.7416322E7	5606076.5	5393654.5	7335325.5	6941154.0	
sp|Q14982|OPCM_HUMAN	Q14982	OPCM_HUMAN	OPCML	345	Homo sapiens	1:Experimental evidence at protein level	Opioid-binding protein/cell adhesion molecule	1.0	0.999	7	21	12	21	6	6	4	5	3	3	3	3	6	6	4	5	1.348087E7	1.1990316E7	1.233924E7	1.2894099E7	5943043.5	6295656.5	5951906.5	5740001.0	
sp|Q15113|PCOC1_HUMAN	Q15113	PCOC1_HUMAN	PCOLCE	449	Homo sapiens	1:Experimental evidence at protein level	Procollagen C-endopeptidase enhancer 1	1.0	0.999	7	18	18	18	5	3	4	6	5	3	4	6	5	3	4	6	1.0629473E7	9792457.0	1.3120972E7	1.0050075E7	4817987.5	4612477.0	5868781.5	4635385.5	
sp|Q15223|NECT1_HUMAN	Q15223	NECT1_HUMAN	NECTIN1	517	Homo sapiens	1:Experimental evidence at protein level	Nectin-1	1.0	0.9973	2	3	3	3	1	1	1	0	1	1	1	0	1	1	1	0	1500687.0	1208995.2	1221190.8	1100062.9	923059.3	798277.06	708649.5	721653.0	
sp|Q15582|BGH3_HUMAN	Q15582	BGH3_HUMAN	TGFBI	683	Homo sapiens	1:Experimental evidence at protein level	Transforming growth factor-beta-induced protein ig-h3	1.0	0.999	7	16	16	16	4	4	4	4	4	4	4	4	4	4	4	4	3772767.0	3551521.5	5868384.0	4969896.0	1720411.2	1725731.4	2722449.8	2125292.8	
sp|Q15782|CH3L2_HUMAN	Q15782	CH3L2_HUMAN	CHI3L2	390	Homo sapiens	1:Experimental evidence at protein level	Chitinase-3-like protein 2	1.0	0.9976	2	5	5	5	1	2	1	1	1	2	1	1	1	2	1	1	579248.5	367833.38	921266.75	638069.7	0.0	0.0	0.0	0.0	
sp|Q15818|NPTX1_HUMAN	Q15818	NPTX1_HUMAN	NPTX1	432	Homo sapiens	1:Experimental evidence at protein level	Neuronal pentraxin-1	1.0	0.999	7	24	24	24	7	4	6	7	7	4	6	7	7	4	6	7	7773786.5	6296102.0	7468759.5	7997534.0	3005752.0	2960494.2	3643046.8	4266537.5	
sp|Q15904|VAS1_HUMAN	Q15904	VAS1_HUMAN	ATP6AP1	470	Homo sapiens	1:Experimental evidence at protein level	V-type proton ATPase subunit S1	1.0	0.999	7	22	22	22	4	6	6	6	4	6	6	6	4	6	6	6	9145418.0	6073753.0	8922146.0	9663043.0	3811707.0	3303481.8	4639402.5	3840359.5	
sp|Q16270|IBP7_HUMAN	Q16270	IBP7_HUMAN	IGFBP7	282	Homo sapiens	1:Experimental evidence at protein level	Insulin-like growth factor-binding protein 7	1.0	0.999	4	19	19	19	5	4	4	6	5	4	4	6	5	4	4	6	2.7380404E7	2.1799164E7	1.7052472E7	2.3076516E7	1.2868603E7	1.0211562E7	9627087.0	1.1564351E7	
sp|Q16568|CART_HUMAN	Q16568	CART_HUMAN	CARTPT	116	Homo sapiens	1:Experimental evidence at protein level	Cocaine- and amphetamine-regulated transcript protein	0.5874	0.9792	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	490159.88	292677.22	662710.75	565061.75	0.0	0.0	0.0	0.0	
sp|Q16610|ECM1_HUMAN	Q16610	ECM1_HUMAN	ECM1	540	Homo sapiens	1:Experimental evidence at protein level	Extracellular matrix protein 1	1.0	0.999	7	19	19	19	5	6	5	3	5	6	5	3	5	6	5	3	7110633.5	7591812.5	7184036.0	7967632.0	2511825.2	2787394.0	2914156.8	3176386.8	
sp|Q16674|MIA_HUMAN	Q16674	MIA_HUMAN	MIA	131	Homo sapiens	1:Experimental evidence at protein level	Melanoma-derived growth regulatory protein	0.8854	0.9961	1	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	772284.56	923922.6	1606100.8	1332256.8	0.0	0.0	0.0	0.0	
sp|Q16769|QPCT_HUMAN	Q16769	QPCT_HUMAN	QPCT	361	Homo sapiens	1:Experimental evidence at protein level	Glutaminyl-peptide cyclotransferase	1.0	0.9967	2	5	5	5	2	0	0	3	2	0	0	3	2	0	0	3	2093612.8	789964.2	2049181.2	3305849.0	1353518.9	415917.5	773752.4	1289777.4	
sp|Q16849|PTPRN_HUMAN	Q16849	PTPRN_HUMAN	PTPRN	979	Homo sapiens	1:Experimental evidence at protein level	Receptor-type tyrosine-protein phosphatase-like N	1.0	0.996	2	3	3	3	0	1	1	1	0	1	1	1	0	1	1	1	1502808.2	2140798.5	1264025.0	1454279.4	872124.56	1173947.0	737206.0	846630.8	
sp|Q24JP5|T132A_HUMAN	Q24JP5	T132A_HUMAN	TMEM132A	1023	Homo sapiens	1:Experimental evidence at protein level	Transmembrane protein 132A	1.0	0.9976	2	5	5	5	1	1	1	2	1	1	1	2	1	1	1	2	383826.12	739514.1	978391.1	581429.4	0.0	477327.22	500041.75	375272.8	
sp|Q53EL9|SEZ6_HUMAN	Q53EL9	SEZ6_HUMAN	SEZ6	994	Homo sapiens	1:Experimental evidence at protein level	Seizure protein 6 homolog	1.0	0.9971	2	4	4	4	0	1	1	2	0	1	1	2	0	1	1	2	1031292.9	1346471.0	1300190.1	1227177.4	597947.25	773251.2	707857.3	710098.0	
sp|Q5FWE3|PRRT3_HUMAN	Q5FWE3	PRRT3_HUMAN	PRRT3	981	Homo sapiens	1:Experimental evidence at protein level	Proline-rich transmembrane protein 3	0.9623	0.9988	1	3	3	3	1	1	1	0	1	1	1	0	1	1	1	0	1258534.9	877038.56	1750208.9	1204625.4	0.0	0.0	0.0	0.0	
sp|Q5KU26|COL12_HUMAN	Q5KU26	COL12_HUMAN	COLEC12	742	Homo sapiens	1:Experimental evidence at protein level	Collectin-12	1.0	0.9979	2	5	5	5	1	1	2	1	1	1	2	1	1	1	2	1	1261588.0	1634007.5	1884438.1	1515529.5	662213.3	857941.5	978703.75	795645.8	
sp|Q5T848|MGLYR_HUMAN	Q5T848	MGLYR_HUMAN	GPR158	1215	Homo sapiens	1:Experimental evidence at protein level	Metabotropic glycine receptor	0.9616	0.9988	1	3	3	3	1	1	0	1	1	1	0	1	1	1	0	1	889416.44	938100.4	580677.0	833627.25	0.0	0.0	0.0	0.0	
sp|Q6EMK4|VASN_HUMAN	Q6EMK4	VASN_HUMAN	VASN	673	Homo sapiens	1:Experimental evidence at protein level	Vasorin	1.0	0.9973	2	2	2	2	0	0	0	2	0	0	0	2	0	0	0	2	1548953.2	831577.44	1366926.1	1244547.2	786673.1	0.0	693915.3	631998.4	
sp|Q6FHJ7|SFRP4_HUMAN	Q6FHJ7	SFRP4_HUMAN	SFRP4	346	Homo sapiens	1:Experimental evidence at protein level	Secreted frizzled-related protein 4	0.9591	0.9987	1	2	2	2	1	0	0	1	1	0	0	1	1	0	0	1	897946.44	1239520.9	203881.6	879288.56	0.0	0.0	0.0	0.0	
sp|Q6MZW2|FSTL4_HUMAN	Q6MZW2	FSTL4_HUMAN	FSTL4	842	Homo sapiens	1:Experimental evidence at protein level	Follistatin-related protein 4	1.0	0.9986	3	3	3	3	0	0	1	2	0	0	1	2	0	0	1	2	740883.1	187508.38	874748.4	251725.61	545646.7	0.0	590556.3	352695.34	
sp|Q6NW40|RGMB_HUMAN	Q6NW40	RGMB_HUMAN	RGMB	437	Homo sapiens	1:Experimental evidence at protein level	Repulsive guidance molecule B	0.6104	0.981	1	3	3	3	1	1	1	0	1	1	1	0	1	1	1	0	548245.3	420371.66	634929.1	0.0	0.0	0.0	0.0	0.0	
sp|Q6UW01|CBLN3_HUMAN	Q6UW01	CBLN3_HUMAN	CBLN3	205	Homo sapiens	1:Experimental evidence at protein level	Cerebellin-3	0.93	0.9977	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	1	246652.06	483238.47	381264.8	357378.53	0.0	0.0	0.0	0.0	
sp|Q6UX71|PXDC2_HUMAN	Q6UX71	PXDC2_HUMAN	PLXDC2	529	Homo sapiens	1:Experimental evidence at protein level	Plexin domain-containing protein 2	1.0	0.9989	7	14	14	14	5	2	2	5	5	2	2	5	5	2	2	5	3184852.5	3081396.5	3388697.0	4909310.5	1540568.2	1958389.5	1917904.5	2172968.8	
sp|Q6UX73|CP089_HUMAN	Q6UX73	CP089_HUMAN	C16orf89	402	Homo sapiens	1:Experimental evidence at protein level	UPF0764 protein C16orf89	1.0	0.999	6	21	21	21	5	5	5	6	5	5	5	6	5	5	5	6	4177167.8	4464049.5	3851001.0	3796444.0	2162853.0	1909001.4	2225565.0	1953205.6	
sp|Q6UXB8|PI16_HUMAN	Q6UXB8	PI16_HUMAN	PI16	463	Homo sapiens	1:Experimental evidence at protein level	Peptidase inhibitor 16	1.0	0.999	3	7	7	7	2	1	1	3	2	1	1	3	2	1	1	3	5821198.5	2807898.5	4473824.5	5359490.5	3763113.2	1910803.8	1543441.8	3298983.8	
sp|Q6UXD5|SE6L2_HUMAN	Q6UXD5	SE6L2_HUMAN	SEZ6L2	910	Homo sapiens	1:Experimental evidence at protein level	Seizure 6-like protein 2	1.0	0.999	4	7	7	7	1	3	0	3	1	3	0	3	1	3	0	3	2614294.0	2165897.5	3004220.0	2202797.2	1083310.9	1204386.1	1462339.6	984269.8	
sp|Q6ZMI3|GLDN_HUMAN	Q6ZMI3	GLDN_HUMAN	GLDN	551	Homo sapiens	1:Experimental evidence at protein level	Gliomedin	1.0	0.9979	3	6	6	6	2	1	2	1	2	1	2	1	2	1	2	1	1075317.8	1496220.2	2171371.8	1295724.2	389587.88	720981.75	1050400.4	663766.75	
sp|Q6ZSJ9|SHSA6_HUMAN	Q6ZSJ9	SHSA6_HUMAN	SHISA6	500	Homo sapiens	1:Experimental evidence at protein level	Protein shisa-6	0.9641	0.9989	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	1	1394575.4	1858551.1	805512.0	1227100.0	0.0	0.0	0.0	0.0	
sp|Q6ZVL6|K154L_HUMAN	Q6ZVL6	K154L_HUMAN	KIAA1549L	1849	Homo sapiens	1:Experimental evidence at protein level	UPF0606 protein KIAA1549L	0.6531	0.9842	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	535461.4	286049.9	49747.1	404001.47	0.0	0.0	0.0	0.0	
sp|Q7Z3B1|NEGR1_HUMAN	Q7Z3B1	NEGR1_HUMAN	NEGR1	354	Homo sapiens	1:Experimental evidence at protein level	Neuronal growth regulator 1	1.0	0.9987	5	10	10	10	4	3	2	1	4	3	2	1	4	3	2	1	1605069.2	2685782.8	3077656.2	2984353.0	1975925.8	2766445.5	3088680.5	2518758.8	
sp|Q7Z7M0|MEGF8_HUMAN	Q7Z7M0	MEGF8_HUMAN	MEGF8	2845	Homo sapiens	1:Experimental evidence at protein level	Multiple epidermal growth factor-like domains protein 8	1.0	0.9989	12	28	28	28	10	7	3	8	10	7	3	8	10	7	3	8	4835990.0	2814966.0	2984763.5	3426001.2	1876943.4	1616468.4	1737719.1	1530904.5	
sp|Q86UD1|OAF_HUMAN	Q86UD1	OAF_HUMAN	OAF	273	Homo sapiens	1:Experimental evidence at protein level	Out at first protein homolog	1.0	0.9984	3	6	6	6	2	0	2	2	2	0	2	2	2	0	2	2	1234835.8	1331828.5	1912063.6	1561411.9	556136.6	628434.0	828948.8	708463.9	
sp|Q86UN3|R4RL2_HUMAN	Q86UN3	R4RL2_HUMAN	RTN4RL2	420	Homo sapiens	1:Experimental evidence at protein level	Reticulon-4 receptor-like 2	1.0	0.9936	2	3	3	3	1	0	1	1	1	0	1	1	1	0	1	1	1619360.4	1130997.1	1967101.9	759068.5	850138.3	600020.25	1043883.56	0.0	
sp|Q86UX2|ITIH5_HUMAN	Q86UX2	ITIH5_HUMAN	ITIH5	942	Homo sapiens	1:Experimental evidence at protein level	Inter-alpha-trypsin inhibitor heavy chain H5	1.0	0.9981	7	15	15	15	5	3	2	5	5	3	2	5	5	3	2	5	2183159.8	2364964.5	2050327.2	3333760.0	936923.5	1101655.2	950975.1	1178592.8	
sp|Q8IUK5|PLDX1_HUMAN	Q8IUK5	PLDX1_HUMAN	PLXDC1	500	Homo sapiens	1:Experimental evidence at protein level	Plexin domain-containing protein 1	0.6157	0.9814	1	1	1	1	0	1	0	0	0	1	0	0	0	1	0	0	247062.53	541089.25	205321.36	246372.77	0.0	0.0	0.0	0.0	
sp|Q8IV08|PLD3_HUMAN	Q8IV08	PLD3_HUMAN	PLD3	490	Homo sapiens	1:Experimental evidence at protein level	5'-3' exonuclease PLD3	1.0	0.999	3	8	8	8	3	1	1	3	3	1	1	3	3	1	1	3	1773860.2	1118061.0	968927.6	1417320.2	721513.75	415035.0	576913.25	605029.06	
sp|Q8IWU5|SULF2_HUMAN	Q8IWU5	SULF2_HUMAN	SULF2	870	Homo sapiens	1:Experimental evidence at protein level	Extracellular sulfatase Sulf-2	1.0	0.9989	2	6	6	6	2	1	1	2	2	1	1	2	2	1	1	2	3186397.5	3774974.0	3381442.2	2566843.5	2414341.8	2739000.5	2474641.0	2078494.9	
sp|Q8N126|CADM3_HUMAN	Q8N126	CADM3_HUMAN	CADM3	398	Homo sapiens	1:Experimental evidence at protein level	Cell adhesion molecule 3	1.0	0.999	5	17	17	17	6	3	3	5	6	3	3	5	6	3	3	5	1.1534368E7	9421237.0	1.0589524E7	9862140.0	5003104.5	4200596.5	3570640.0	4711876.0	
sp|Q8N3J6|CADM2_HUMAN	Q8N3J6	CADM2_HUMAN	CADM2	435	Homo sapiens	1:Experimental evidence at protein level	Cell adhesion molecule 2	0.799	0.9924	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	625989.06	209994.36	178156.83	0.0	0.0	0.0	0.0	0.0	
sp|Q8N8Y2|VA0D2_HUMAN	Q8N8Y2	VA0D2_HUMAN	ATP6V0D2	350	Homo sapiens	1:Experimental evidence at protein level	V-type proton ATPase subunit d 2	0.4815	0.9684	1	1	1	1	1	0	0	0	1	0	0	0	1	0	0	0	715281.1	710688.75	0.0	675716.6	0.0	0.0	0.0	0.0	
sp|Q8NBJ4|GOLM1_HUMAN	Q8NBJ4	GOLM1_HUMAN	GOLM1	401	Homo sapiens	1:Experimental evidence at protein level	Golgi membrane protein 1	1.0	0.993	2	5	5	5	1	2	1	1	1	2	1	1	1	2	1	1	1521065.4	2114641.2	1437101.2	1549533.1	0.0	1287901.8	910457.94	0.0	
sp|Q8NES3|LFNG_HUMAN	Q8NES3	LFNG_HUMAN	LFNG	379	Homo sapiens	1:Experimental evidence at protein level	Beta-1,3-N-acetylglucosaminyltransferase lunatic fringe	0.753	0.9902	1	2	2	2	1	0	0	1	1	0	0	1	1	0	0	1	818338.1	0.0	489244.47	830758.5	0.0	0.0	0.0	0.0	
sp|Q8NFP9|NBEA_HUMAN	Q8NFP9	NBEA_HUMAN	NBEA	2946	Homo sapiens	1:Experimental evidence at protein level	Neurobeachin	0.8173	0.9933	1	2	2	2	1	0	0	1	1	0	0	1	1	0	0	1	1310293.8	341060.5	583300.5	1248561.0	0.0	0.0	0.0	0.0	
sp|Q8NFZ8|CADM4_HUMAN	Q8NFZ8	CADM4_HUMAN	CADM4	388	Homo sapiens	1:Experimental evidence at protein level	Cell adhesion molecule 4	1.0	0.999	4	15	15	15	4	4	3	4	4	4	3	4	4	4	3	4	9898746.0	8613463.0	1.128988E7	9295450.0	3844042.8	3677824.5	4277181.0	3929872.8	
sp|Q8TAG5|VTM2A_HUMAN	Q8TAG5	VTM2A_HUMAN	VSTM2A	236	Homo sapiens	1:Experimental evidence at protein level	V-set and transmembrane domain-containing protein 2A	1.0	0.999	3	12	12	12	3	3	2	4	3	3	2	4	3	3	2	4	5251927.0	7655320.0	5929182.0	5244016.5	2885268.8	3910000.0	3276348.8	2873135.8	
sp|Q8TCZ2|C99L2_HUMAN	Q8TCZ2	C99L2_HUMAN	CD99L2	262	Homo sapiens	1:Experimental evidence at protein level	CD99 antigen-like protein 2	1.0	0.9989	4	7	7	7	2	2	2	1	2	2	2	1	2	2	2	1	9631853.0	8535226.0	9910956.0	8272717.5	5046751.5	5265339.0	3924957.8	4008145.5	
sp|Q8TEU8|WFKN2_HUMAN	Q8TEU8	WFKN2_HUMAN	WFIKKN2	576	Homo sapiens	1:Experimental evidence at protein level	WAP, Kazal, immunoglobulin, Kunitz and NTR domain-containing protein 2	1.0	0.9987	5	12	12	12	5	3	2	2	5	3	2	2	5	3	2	2	5252413.5	4059798.8	3727973.0	4247299.0	2574935.5	1826250.9	1373449.2	2049569.4	
sp|Q8WXD2|SCG3_HUMAN	Q8WXD2	SCG3_HUMAN	SCG3	468	Homo sapiens	1:Experimental evidence at protein level	Secretogranin-3	1.0	0.999	26	80	80	80	23	16	16	25	23	16	16	25	23	16	16	25	3.2882248E7	2.1606292E7	2.5380672E7	2.3366114E7	1.1239849E7	1.1739211E7	1.0623179E7	1.0489717E7	
sp|Q92520|FAM3C_HUMAN	Q92520	FAM3C_HUMAN	FAM3C	227	Homo sapiens	1:Experimental evidence at protein level	Protein FAM3C	1.0	0.999	9	45	45	45	13	12	9	11	13	12	9	11	13	12	9	11	2.2714986E7	2.1007476E7	2.5224396E7	1.8914676E7	1.2087545E7	1.2696182E7	8752955.0	1.0673465E7	
