Protein	Protein ID	Entry Name	Gene	Protein Length	Organism	Protein Existence	Description	Protein Probability	Top Peptide Probability	Combined Total Peptides	Combined Spectral Count	Combined Unique Spectral Count	Combined Total Spectral Count	control_10_10 Spectral Count	control_1_1 Spectral Count	control_2_2 Spectral Count	control_3_3 Spectral Count	control_4_4 Spectral Count	control_5_5 Spectral Count	control_6_6 Spectral Count	control_7_7 Spectral Count	control_8_8 Spectral Count	control_9_9 Spectral Count	control_10_10 Unique Spectral Count	control_1_1 Unique Spectral Count	control_2_2 Unique Spectral Count	control_3_3 Unique Spectral Count	control_4_4 Unique Spectral Count	control_5_5 Unique Spectral Count	control_6_6 Unique Spectral Count	control_7_7 Unique Spectral Count	control_8_8 Unique Spectral Count	control_9_9 Unique Spectral Count	control_10_10 Total Spectral Count	control_1_1 Total Spectral Count	control_2_2 Total Spectral Count	control_3_3 Total Spectral Count	control_4_4 Total Spectral Count	control_5_5 Total Spectral Count	control_6_6 Total Spectral Count	control_7_7 Total Spectral Count	control_8_8 Total Spectral Count	control_9_9 Total Spectral Count	control_10_10 Intensity	control_1_1 Intensity	control_2_2 Intensity	control_3_3 Intensity	control_4_4 Intensity	control_5_5 Intensity	control_6_6 Intensity	control_7_7 Intensity	control_8_8 Intensity	control_9_9 Intensity	control_10_10 MaxLFQ Intensity	control_1_1 MaxLFQ Intensity	control_2_2 MaxLFQ Intensity	control_3_3 MaxLFQ Intensity	control_4_4 MaxLFQ Intensity	control_5_5 MaxLFQ Intensity	control_6_6 MaxLFQ Intensity	control_7_7 MaxLFQ Intensity	control_8_8 MaxLFQ Intensity	control_9_9 MaxLFQ Intensity	Indistinguishable Proteins
sp|P04439|HLAA_HUMAN	P04439	HLAA_HUMAN	HLA-A	365	Homo sapiens	1:Experimental evidence at protein level	HLA class I histocompatibility antigen, A alpha chain	1.0	0.9987	2	2	1	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2	0.0	0.0	0.0	301929.78	0.0	0.0	252722.25	0.0	0.0	707523.25	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P04792|HSPB1_HUMAN	P04792	HSPB1_HUMAN	HSPB1	205	Homo sapiens	1:Experimental evidence at protein level	Heat shock protein beta-1	1.0	0.9967	2	6	6	6	2	0	0	2	0	2	0	0	0	0	2	0	0	2	0	2	0	0	0	0	2	0	0	2	0	2	0	0	0	0	1124787.0	285975.88	157885.55	945298.4	637720.0	1672308.1	242844.05	673540.4	582386.25	507931.56	607901.2	0.0	0.0	504951.16	344607.53	901510.25	0.0	364000.62	0.0	268904.1	
sp|P04908|H2A1B_HUMAN	P04908	H2A1B_HUMAN	H2AC4	130	Homo sapiens	1:Experimental evidence at protein level	Histone H2A type 1-B/E	0.9999	0.9975	2	20	0	20	2	2	2	2	2	2	2	2	2	2	0	0	0	0	0	0	0	0	0	0	2	2	2	2	2	2	2	2	2	2	1.9804828E7	7413405.5	7265096.0	1.5945549E7	1.060412E7	3.0149162E7	9506090.0	8524992.0	1.262269E7	7318546.0	1.2018765E7	4685791.0	4623705.5	9691610.0	6834585.5	1.863665E7	6178591.0	5540971.0	8308456.0	4779083.5	sp|P0C0S5|H2AZ_HUMAN, sp|P0C0S8|H2A1_HUMAN, sp|P16104|H2AX_HUMAN, sp|P20671|H2A1D_HUMAN, sp|Q16777|H2A2C_HUMAN, sp|Q6FI13|H2A2A_HUMAN, sp|Q71UI9|H2AV_HUMAN, sp|Q7L7L0|H2A3_HUMAN, sp|Q93077|H2A1C_HUMAN, sp|Q96KK5|H2A1H_HUMAN, sp|Q96QV6|H2A1A_HUMAN, sp|Q99878|H2A1J_HUMAN, sp|Q9BTM1|H2AJ_HUMAN
sp|P05060|SCG1_HUMAN	P05060	SCG1_HUMAN	CHGB	677	Homo sapiens	1:Experimental evidence at protein level	Secretogranin-1	1.0	0.999	45	318	318	318	30	33	44	42	38	32	26	29	15	29	30	33	44	42	38	32	26	29	15	29	30	33	44	42	38	32	26	29	15	29	4.3556884E7	8.1022552E7	1.10513664E8	1.12432224E8	8.9141152E7	1.03984296E8	9.7262952E7	4.5149732E7	4.4148692E7	7.0984272E7	1.5799888E7	2.6980352E7	3.7348988E7	3.3674248E7	4.5679504E7	3.3293062E7	3.5279676E7	2.3972956E7	1.5710398E7	2.9496888E7	
sp|P05062|ALDOB_HUMAN	P05062	ALDOB_HUMAN	ALDOB	364	Homo sapiens	1:Experimental evidence at protein level	Fructose-bisphosphate aldolase B	0.991	0.9894	2	2	2	12	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	1	2	1	2	1	1	1	1	587836.7	357417.12	0.0	521693.34	514163.47	523845.34	0.0	0.0	914709.4	374452.75	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P05067|A4_HUMAN	P05067	A4_HUMAN	APP	770	Homo sapiens	1:Experimental evidence at protein level	Amyloid-beta precursor protein	1.0	0.999	19	192	172	192	16	18	25	25	19	21	19	19	11	19	14	16	23	23	17	19	17	17	9	17	16	18	25	25	19	21	19	19	11	19	7122011.0	1.5890697E7	3.0227592E7	2.7487408E7	2.1895708E7	2.0071088E7	1.7095888E7	1.3917306E7	1.3094932E7	1.072957E7	3353808.5	6463521.0	1.2354608E7	1.2680243E7	1.0638991E7	8998839.0	7791362.0	6079225.0	4610877.5	5623026.0	
sp|P05090|APOD_HUMAN	P05090	APOD_HUMAN	APOD	189	Homo sapiens	1:Experimental evidence at protein level	Apolipoprotein D	1.0	0.999	7	52	52	52	6	4	5	6	5	5	5	5	4	7	6	4	5	6	5	5	5	5	4	7	6	4	5	6	5	5	5	5	4	7	3.6197776E8	2.72490752E8	4.466736E8	3.7185408E8	3.042464E8	3.07815744E8	3.82984288E8	4.28752544E8	3.14341472E8	5.4732544E8	1.52685184E8	1.30661552E8	1.94224736E8	1.48946064E8	1.42660912E8	1.39221664E8	1.72636928E8	2.02282448E8	1.44599392E8	2.60660624E8	
sp|P05141|ADT2_HUMAN	P05141	ADT2_HUMAN	SLC25A5	298	Homo sapiens	1:Experimental evidence at protein level	ADP/ATP translocase 2	1.0	0.9977	3	6	1	6	1	0	0	2	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	2	0	3	0	0	0	0	2561392.8	649602.25	214158.97	1369199.0	563887.0	2862585.0	709821.1	1042825.75	1941980.0	474957.78	1086326.0	386897.7	0.0	658437.25	501824.7	1499319.8	399256.16	630666.9	958383.3	444226.16	
sp|P05155|IC1_HUMAN	P05155	IC1_HUMAN	SERPING1	500	Homo sapiens	1:Experimental evidence at protein level	Plasma protease C1 inhibitor	1.0	0.999	13	121	121	121	15	16	12	10	11	11	11	10	13	12	15	16	12	10	11	11	11	10	13	12	15	16	12	10	11	11	11	10	13	12	2.9669104E7	2.575486E7	1.0807886E7	8326678.5	1.0604342E7	9205364.0	1.2374447E7	1.0861253E7	1.487357E7	1.04591E7	1.9013744E7	1.5841145E7	5727632.5	3872725.0	5809937.5	4761185.0	6038974.5	5436076.5	8463283.0	5941538.0	
sp|P05156|CFAI_HUMAN	P05156	CFAI_HUMAN	CFI	583	Homo sapiens	1:Experimental evidence at protein level	Complement factor I	1.0	0.999	8	59	59	59	8	5	5	6	6	6	4	6	7	6	8	5	5	6	6	6	4	6	7	6	8	5	5	6	6	6	4	6	7	6	1.5075617E7	1.078312E7	1.3420447E7	1.0817478E7	1.5960908E7	1.1306217E7	1.0501532E7	1.2550677E7	1.8466544E7	1.310285E7	6970032.5	4934167.5	4562224.5	4152961.8	5603353.0	5104863.5	3971552.8	4999761.0	9014305.0	5233628.0	
sp|P05387|RLA2_HUMAN	P05387	RLA2_HUMAN	RPLP2	115	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein P2	0.9999	0.9909	2	6	6	6	2	0	0	1	0	2	0	0	1	0	2	0	0	1	0	2	0	0	1	0	2	0	0	1	0	2	0	0	1	0	1437892.8	635287.1	377039.12	1000462.5	716015.0	1762849.0	752656.1	1104086.0	1217097.1	166685.48	1120716.9	441860.53	0.0	611297.7	478466.16	1380091.8	530440.3	848626.1	843731.06	0.0	
sp|P05388|RLA0_HUMAN	P05388	RLA0_HUMAN	RPLP0	317	Homo sapiens	1:Experimental evidence at protein level	Large ribosomal subunit protein uL10	0.7659	0.9943	1	3	3	3	1	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	1	0	1	0	0	0	0	553210.9	75631.445	0.0	268987.62	154557.38	494799.7	128024.82	209862.92	368067.1	215598.58	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P05408|7B2_HUMAN	P05408	7B2_HUMAN	SCG5	212	Homo sapiens	1:Experimental evidence at protein level	Neuroendocrine protein 7B2	1.0	0.9988	8	38	38	38	5	4	4	6	2	5	3	2	1	6	5	4	4	6	2	5	3	2	1	6	5	4	4	6	2	5	3	2	1	6	1.892039E7	1.9261832E7	3.6696664E7	4.1529488E7	3.4893956E7	3.7225508E7	3.856856E7	1.8222938E7	1.623123E7	3.1282776E7	1.1439244E7	1.1614601E7	1.8680604E7	1.9180956E7	1.7434888E7	1.426352E7	1.850436E7	9702672.0	8745112.0	1.6306541E7	
sp|P05452|TETN_HUMAN	P05452	TETN_HUMAN	CLEC3B	202	Homo sapiens	1:Experimental evidence at protein level	Tetranectin	1.0	0.999	3	33	33	33	3	3	3	4	2	4	3	4	3	4	3	3	3	4	2	4	3	4	3	4	3	3	3	4	2	4	3	4	3	4	1.3789142E7	2.1221844E7	1.7790332E7	1.6023422E7	1.0976167E7	2.8765696E7	1.6256115E7	1.51146E7	1.2709714E7	1.1967576E7	9855974.0	1.3451006E7	1.0235909E7	8947373.0	7798787.5	1.608467E7	9795160.0	7874168.0	7516899.5	6737500.0	
sp|P05543|THBG_HUMAN	P05543	THBG_HUMAN	SERPINA7	415	Homo sapiens	1:Experimental evidence at protein level	Thyroxine-binding globulin	1.0	0.999	13	66	66	66	9	5	8	7	5	5	7	8	6	6	9	5	8	7	5	5	7	8	6	6	9	5	8	7	5	5	7	8	6	6	8881036.0	6270454.5	7012625.0	4432559.0	7025750.0	7786926.0	8266891.0	8130639.0	8568150.0	6413294.0	4508392.5	3009283.2	3289312.5	2121603.5	3555503.8	3436823.8	3833729.8	4632030.5	4155995.8	3422154.8	
sp|P05546|HEP2_HUMAN	P05546	HEP2_HUMAN	SERPIND1	499	Homo sapiens	1:Experimental evidence at protein level	Heparin cofactor 2	1.0	0.999	17	118	118	118	12	13	14	13	11	11	11	9	11	13	12	13	14	13	11	11	11	9	11	13	12	13	14	13	11	11	11	9	11	13	2.2688794E7	1.117278E7	1.539768E7	1.2261296E7	1.6870974E7	1.785364E7	1.2034128E7	1.2805734E7	1.7063432E7	1.2045322E7	7935299.0	4661512.0	5880420.0	4881640.5	6555474.5	5344451.0	4900008.5	5604014.0	7593659.5	4619756.0	
sp|P05783|K1C18_HUMAN	P05783	K1C18_HUMAN	KRT18	430	Homo sapiens	1:Experimental evidence at protein level	Keratin, type I cytoskeletal 18	1.0	0.9989	6	14	8	14	5	0	0	4	0	4	1	0	0	0	3	0	0	2	0	3	0	0	0	0	5	0	0	4	0	4	1	0	0	0	5357009.5	1429666.4	1469574.4	3831369.8	2076908.6	5848382.0	1910100.1	2582200.8	3400075.5	1877635.5	1745756.6	743324.6	549447.8	1486490.6	870951.4	2062521.4	782992.94	1087163.0	1405483.5	708776.5	
sp|P05787|K2C8_HUMAN	P05787	K2C8_HUMAN	KRT8	483	Homo sapiens	1:Experimental evidence at protein level	Keratin, type II cytoskeletal 8	1.0	0.9988	12	41	23	41	8	3	2	6	3	10	1	2	2	4	6	2	1	4	1	7	0	0	0	2	8	3	2	6	3	10	1	2	2	4	8136898.0	2580960.5	2885646.0	5018942.0	3280477.5	9741880.0	3169294.0	4022487.2	5072846.0	2695313.5	3364890.2	1321314.5	1063621.1	2746348.8	1558694.1	4095072.8	1595437.6	1911226.9	2682469.8	1370784.0	
sp|P05976|MYL1_HUMAN	P05976	MYL1_HUMAN	MYL1	194	Homo sapiens	1:Experimental evidence at protein level	Myosin light chain 1/3, skeletal muscle isoform	1.0	0.9903	3	6	2	6	2	0	0	1	0	3	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	0	0	1	0	3	0	0	0	0	1454683.5	985217.44	383236.94	899424.1	778750.6	2675500.8	631194.6	1229495.0	1342586.0	540033.7	1044586.25	701149.0	0.0	478909.3	518968.06	1663231.2	409364.56	868708.4	936946.56	302510.62	
sp|P06310|KV230_HUMAN	P06310	KV230_HUMAN	IGKV2-30	120	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin kappa variable 2-30	1.0	0.9989	4	3	1	13	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	3	1	1	1	1	1	1	1	2	1	8544233.0	234381.31	0.0	0.0	2006469.6	1655682.0	219282.7	0.0	800162.4	0.0	9837605.0	0.0	0.0	0.0	0.0	2691160.5	0.0	0.0	2086212.5	0.0	
sp|P06312|KV401_HUMAN	P06312	KV401_HUMAN	IGKV4-1	121	Homo sapiens	1:Experimental evidence at protein level	Immunoglobulin kappa variable 4-1	1.0	0.9988	5	32	32	32	6	2	4	2	2	1	4	4	3	4	6	2	4	2	2	1	4	4	3	4	6	2	4	2	2	1	4	4	3	4	1.4530838E7	1.1491088E7	3372849.0	6363150.0	1.4938763E7	8973117.0	9353465.0	1.445659E7	2.2413416E7	9608092.0	1.4152163E7	5916288.5	3360054.2	3278599.2	7569455.0	3825178.5	8697060.0	7476128.5	1.1713487E7	9433958.0	
sp|P06396|GELS_HUMAN	P06396	GELS_HUMAN	GSN	782	Homo sapiens	1:Experimental evidence at protein level	Gelsolin	1.0	0.999	38	380	380	380	34	38	43	45	33	35	47	33	28	44	34	38	43	45	33	35	47	33	28	44	34	38	43	45	33	35	47	33	28	44	5.3597412E7	8.938504E7	1.15778304E8	1.10489472E8	8.434536E7	7.7595648E7	1.36255568E8	9.596312E7	9.560908E7	1.28154336E8	2.802785E7	3.6407048E7	4.8357828E7	4.4883348E7	3.90645E7	3.4421828E7	5.5397624E7	4.2228996E7	4.326216E7	5.2050936E7	
sp|P06576|ATPB_HUMAN	P06576	ATPB_HUMAN	ATP5F1B	529	Homo sapiens	1:Experimental evidence at protein level	ATP synthase F(1) complex subunit beta, mitochondrial	0.4754	0.9798	1	2	2	2	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0.0	0.0	0.0	98966.02	0.0	910534.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P06681|CO2_HUMAN	P06681	CO2_HUMAN	C2	752	Homo sapiens	1:Experimental evidence at protein level	Complement C2	1.0	0.9988	13	54	54	54	11	6	4	7	5	6	4	2	3	6	11	6	4	7	5	6	4	2	3	6	11	6	4	7	5	6	4	2	3	6	4454131.5	5011737.5	4060346.5	3455394.0	5281087.0	5050450.5	3957129.5	5524037.0	9410412.0	4807669.0	2295525.8	1725437.0	1606237.2	1430855.1	2250720.5	2112750.5	1828539.1	2699073.5	2689595.5	2456065.5	
sp|P06703|S10A6_HUMAN	P06703	S10A6_HUMAN	S100A6	90	Homo sapiens	1:Experimental evidence at protein level	Protein S100-A6	0.9999	0.995	2	12	12	12	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	2	1	2	1	2054245.6	1462405.4	1057686.8	1891561.0	1738120.0	1991999.4	1573436.2	2028692.8	2748663.5	1390886.9	0.0	917822.4	670558.44	0.0	1120158.1	0.0	1034508.94	1250750.8	1753258.9	916564.1	
sp|P06727|APOA4_HUMAN	P06727	APOA4_HUMAN	APOA4	396	Homo sapiens	1:Experimental evidence at protein level	Apolipoprotein A-IV	1.0	0.999	36	311	311	311	34	28	33	39	29	34	31	28	27	28	34	28	33	39	29	34	31	28	27	28	34	28	33	39	29	34	31	28	27	28	3.7544864E7	2.7180472E7	5.5586548E7	4.912362E7	4.46745E7	6.3580356E7	4.9788E7	4.2757764E7	5.3954508E7	3.0361932E7	1.5576135E7	9926692.0	2.049654E7	1.8763392E7	1.9202558E7	1.9942386E7	2.0147618E7	1.8036448E7	2.1119702E7	1.3624439E7	
sp|P06732|KCRM_HUMAN	P06732	KCRM_HUMAN	CKM	381	Homo sapiens	1:Experimental evidence at protein level	Creatine kinase M-type	1.0	0.993	4	9	9	9	2	0	0	1	0	4	0	0	2	0	2	0	0	1	0	4	0	0	2	0	2	0	0	1	0	4	0	0	2	0	2462838.2	1387697.5	501718.12	1583778.2	1594263.8	2500107.8	1279910.0	1799514.8	3069611.5	1080186.5	1015438.2	587715.44	343585.44	658745.8	663253.7	1053948.1	533033.44	757848.75	1256209.5	451038.78	
sp|P06733|ENOA_HUMAN	P06733	ENOA_HUMAN	ENO1	434	Homo sapiens	1:Experimental evidence at protein level	Alpha-enolase	1.0	0.9989	12	47	46	47	5	3	7	6	4	7	4	3	4	4	5	3	7	6	4	6	4	3	4	4	5	3	7	6	4	7	4	3	4	4	9021665.0	3045209.0	3018158.2	6866713.0	4383956.0	1.1721392E7	4302806.0	4000799.2	6259953.5	3843183.2	3053938.0	1639432.4	1409514.4	2190487.5	1955464.8	3275749.8	1853634.0	1882140.5	2628244.8	1869093.1	
sp|P06748|NPM_HUMAN	P06748	NPM_HUMAN	NPM1	294	Homo sapiens	1:Experimental evidence at protein level	Nucleophosmin	1.0	0.9988	2	9	9	9	1	1	1	1	2	1	1	0	1	0	1	1	1	1	2	1	1	0	1	0	1	1	1	1	2	1	1	0	1	0	2069122.2	1739211.6	1717019.5	1684708.6	2535722.0	2229367.5	2585423.0	2811419.2	3968589.0	2410792.5	0.0	907892.9	918907.6	0.0	1359814.4	0.0	1386402.2	1496955.4	2128000.5	1292580.1	
sp|P06865|HEXA_HUMAN	P06865	HEXA_HUMAN	HEXA	529	Homo sapiens	1:Experimental evidence at protein level	Beta-hexosaminidase subunit alpha	1.0	0.9939	2	3	3	3	0	0	1	1	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	1	0	1	0	0	0	0	261477.02	0.0	636664.8	510090.8	313726.28	523973.3	0.0	0.0	141771.64	0.0	0.0	0.0	380043.44	296345.56	0.0	300492.6	0.0	0.0	0.0	0.0	
sp|P07108|ACBP_HUMAN	P07108	ACBP_HUMAN	DBI	87	Homo sapiens	1:Experimental evidence at protein level	Acyl-CoA-binding protein	1.0	0.999	3	12	12	12	0	2	1	2	1	2	2	1	0	1	0	2	1	2	1	2	2	1	0	1	0	2	1	2	1	2	2	1	0	1	877727.5	4044132.0	3696872.5	3660094.0	2459758.5	3305169.2	3190299.5	2144887.0	3549932.0	3098815.5	991075.06	2286226.8	1905713.5	1980150.2	1693267.1	1641294.2	1546218.2	1448476.6	1784418.9	1649798.5	
sp|P07195|LDHB_HUMAN	P07195	LDHB_HUMAN	LDHB	334	Homo sapiens	1:Experimental evidence at protein level	L-lactate dehydrogenase B chain	1.0	0.999	10	51	51	51	4	6	6	5	5	6	5	4	4	6	4	6	6	5	5	6	5	4	4	6	4	6	6	5	5	6	5	4	4	6	4423963.5	4189205.0	4784793.0	6278914.0	5430517.0	7079211.5	6010696.5	5086676.0	6320570.0	5150964.5	1668102.5	1821381.2	2022417.0	2854761.2	2292636.0	2827062.0	2493990.0	2191394.5	2515349.0	2243315.8	
sp|P07225|PROS_HUMAN	P07225	PROS_HUMAN	PROS1	676	Homo sapiens	1:Experimental evidence at protein level	Vitamin K-dependent protein S	1.0	0.999	10	80	80	80	11	8	8	9	8	8	7	7	6	8	11	8	8	9	8	8	7	7	6	8	11	8	8	9	8	8	7	7	6	8	1.1634112E7	9565402.0	9434186.0	9238620.0	1.0852478E7	1.0447484E7	1.2003408E7	9342518.0	9125084.0	1.0759396E7	6048368.5	5571934.5	4630952.5	4448225.0	5139347.0	4239646.5	6225637.5	4804837.0	5261566.5	5699197.0	
sp|P07237|PDIA1_HUMAN	P07237	PDIA1_HUMAN	P4HB	508	Homo sapiens	1:Experimental evidence at protein level	Protein disulfide-isomerase	0.999	0.9846	2	3	3	3	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	2	0	0	0	0	1	0	0	0	0	2	0	0	0	0	826650.2	551736.44	227930.69	503744.6	522786.5	1129944.0	524451.56	1064983.5	574393.1	0.0	479751.38	344052.66	141795.9	286579.06	305160.84	704800.8	310254.72	665758.75	0.0	0.0	
sp|P07333|CSF1R_HUMAN	P07333	CSF1R_HUMAN	CSF1R	972	Homo sapiens	1:Experimental evidence at protein level	Macrophage colony-stimulating factor 1 receptor	1.0	0.999	6	39	39	39	4	5	6	4	1	4	4	3	2	6	4	5	6	4	1	4	4	3	2	6	4	5	6	4	1	4	4	3	2	6	5269900.0	1.0011894E7	7022587.5	4023049.5	5927858.5	4611093.0	6791485.0	4776922.5	6100430.0	7132294.5	2320194.0	4146677.5	3137209.2	1737216.2	2556208.0	1804603.2	3241266.2	2513530.0	2959042.0	3447373.2	
sp|P07339|CATD_HUMAN	P07339	CATD_HUMAN	CTSD	412	Homo sapiens	1:Experimental evidence at protein level	Cathepsin D	1.0	0.9989	11	85	85	85	8	8	9	9	10	9	12	9	3	8	8	8	9	9	10	9	12	9	3	8	8	8	9	9	10	9	12	9	3	8	8173427.0	1.0293084E7	9676103.0	9024942.0	1.1283984E7	1.2078026E7	1.1544264E7	9840623.0	6822170.0	9225308.0	2834874.0	3788280.0	3949117.2	3449190.5	4550576.0	3676706.2	4485689.5	3723703.8	2813016.0	3942419.8	
sp|P07355|ANXA2_HUMAN	P07355	ANXA2_HUMAN	ANXA2	339	Homo sapiens	1:Experimental evidence at protein level	Annexin A2	1.0	0.9987	5	11	2	11	1	0	1	3	0	5	0	1	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	3	0	5	0	1	0	0	3112824.5	1357848.0	872792.6	2177078.8	1836333.0	3234848.8	986792.75	2358586.0	3145388.0	555882.44	1396546.0	620964.1	519246.12	955267.1	801320.4	1522942.6	546022.2	1035626.94	1537493.6	0.0	
sp|P07357|CO8A_HUMAN	P07357	CO8A_HUMAN	C8A	584	Homo sapiens	1:Experimental evidence at protein level	Complement component C8 alpha chain	1.0	0.999	5	33	33	33	3	3	3	4	4	4	3	3	3	3	3	3	3	4	4	4	3	3	3	3	3	3	3	4	4	4	3	3	3	3	6258299.5	3399320.5	2623727.8	2180708.2	5722543.0	2976831.8	3203148.8	5511130.0	6899869.5	4588477.0	3179919.5	1911201.6	1516123.8	1258708.4	3064013.8	1592944.1	1729371.2	3144405.5	3409241.0	2444639.0	
sp|P07358|CO8B_HUMAN	P07358	CO8B_HUMAN	C8B	591	Homo sapiens	1:Experimental evidence at protein level	Complement component C8 beta chain	1.0	0.999	9	46	46	46	5	4	7	3	3	5	2	6	6	5	5	4	7	3	3	5	2	6	6	5	5	4	7	3	3	5	2	6	6	5	2924310.5	2133267.5	2099048.0	2096522.8	5718613.0	3196769.2	2652584.5	5149217.0	5682731.5	4151645.5	1522348.0	1136471.8	1030159.6	864441.7	2294780.0	1497022.0	1148978.1	2222669.5	2797183.2	1794146.2	
sp|P07360|CO8G_HUMAN	P07360	CO8G_HUMAN	C8G	202	Homo sapiens	1:Experimental evidence at protein level	Complement component C8 gamma chain	1.0	0.999	6	32	32	32	4	3	2	2	4	4	2	4	4	3	4	3	2	2	4	4	2	4	4	3	4	3	2	2	4	4	2	4	4	3	8217820.0	5680044.0	3398854.0	3299696.5	8649742.0	5096959.5	3330571.2	5837556.0	8623098.0	5837664.0	3475655.2	1797039.9	1327264.2	1365161.4	3347882.0	2156044.0	1356374.5	2447139.5	3157706.0	2379455.0	
sp|P07437|TBB5_HUMAN	P07437	TBB5_HUMAN	TUBB	444	Homo sapiens	1:Experimental evidence at protein level	Tubulin beta chain	1.0	0.9988	6	24	4	24	2	2	3	1	3	3	1	4	3	2	0	0	0	0	1	1	0	1	1	0	2	2	3	1	3	3	1	4	3	2	5326128.0	1998880.0	1203086.2	4064228.0	2074467.8	6411588.0	1990148.5	2875473.2	3514415.2	1776881.8	2243103.8	861973.8	647983.1	1825139.8	978128.25	2565702.8	980920.06	1289483.1	1683536.5	839235.06	
sp|P07585|PGS2_HUMAN	P07585	PGS2_HUMAN	DCN	359	Homo sapiens	1:Experimental evidence at protein level	Decorin	0.5518	0.9851	1	2	0	2	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	576686.75	0.0	472861.34	364187.16	712873.6	540285.56	730363.75	873297.4	595893.8	790357.1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	sp|P21810|PGS1_HUMAN
sp|P07711|CATL1_HUMAN	P07711	CATL1_HUMAN	CTSL	333	Homo sapiens	1:Experimental evidence at protein level	Procathepsin L	1.0	0.999	6	20	10	20	0	3	4	4	3	1	1	2	0	2	0	2	2	2	1	0	0	1	0	2	0	3	4	4	3	1	1	2	0	2	513750.38	1062332.1	1468253.8	1627362.5	2021543.2	1219987.0	1282210.9	1818436.9	404153.4	1494613.5	619786.0	878704.6	1146989.2	1062037.8	1210237.8	718498.9	928626.4	1095793.4	386959.03	946484.4	
sp|P07737|PROF1_HUMAN	P07737	PROF1_HUMAN	PFN1	140	Homo sapiens	1:Experimental evidence at protein level	Profilin-1	1.0	0.9791	2	2	2	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	1105200.6	0.0	0.0	43139.684	0.0	1432692.9	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sp|P07858|CATB_HUMAN	P07858	CATB_HUMAN	CTSB	339	Homo sapiens	1:Experimental evidence at protein level	Cathepsin B	1.0	0.988	3	4	4	4	0	0	2	1	0	1	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	2	1	0	1	0	0	0	0	1420884.5	1522821.2	773400.2	1279815.9	1616501.0	761604.2	1824919.2	1352707.6	1122591.6	1532434.8	782470.9	844604.44	0.0	687295.1	894706.25	0.0	1012603.7	751082.94	621853.1	835166.0	
sp|P07900|HS90A_HUMAN	P07900	HS90A_HUMAN	HSP90AA1	732	Homo sapiens	1:Experimental evidence at protein level	Heat shock protein HSP 90-alpha	1.0	0.9989	11	26	16	43	4	1	0	6	2	6	1	2	3	1	3	1	0	4	1	3	1	1	2	0	6	2	1	8	4	9	3	4	4	2	8378737.0	2977454.2	2110380.5	6166470.0	3095990.0	7733129.0	3216407.0	4051247.0	5075365.0	2582333.8	2779961.0	1173979.2	791310.75	2206823.5	1263244.2	3016662.8	1275919.0	1631527.8	2086352.8	1113352.4	
sp|P08123|CO1A2_HUMAN	P08123	CO1A2_HUMAN	COL1A2	1366	Homo sapiens	1:Experimental evidence at protein level	Collagen alpha-2(I) chain	1.0	0.999	5	11	11	11	2	0	1	1	1	1	3	1	0	1	2	0	1	1	1	1	3	1	0	1	2	0	1	1	1	1	3	1	0	1	1175233.2	1994947.2	1650987.2	1298565.5	1533546.2	1357066.1	1878389.4	2020471.5	198623.94	1925077.2	1200711.1	1008574.9	1038709.9	758544.06	967020.7	1032030.8	1092790.8	1224630.9	0.0	1172073.5	
